GEOID,area (m2)
01005,110826886.69274715
01023,16281417.52665871
01035,398049.49066917406
01051,27782513.528240077
01055,1595951.947983851
01065,185618533.5910219
01089,153772017.4162121
01113,68819871.92326716
01117,14239313.532571353
01049,35456227.62521533
01063,16450377.719211912
01087,46145979.44137909
01091,904850.5970749788
01095,2139427.1216791333
01101,1976771.5366034573
01107,82949.61010831271
01115,2127018.7282722276
01119,11679383.507017916
01131,1049033.8801261836
01043,1414405.9155550203
01033,143578663.97787532
01041,4363755.137660497
01009,696721.1561014797
01047,41993992.49451959
01039,1312800.8036284053
01061,29730527.93716582
01075,1630794.0217617496
01013,578687.6445522808
01015,188045073.79672128
01073,18172977.942663573
01129,21669.698476711772
01071,23831475.673009608
01021,163160546.25822568
01027,594369425.5331514
01029,547194217.3644817
01093,119695.3185350399
01103,51101304.66045168
01133,17739076.22215748
01059,366448.6719043617
01097,20352667.422155105
01037,76111205.90328875
01017,848346.0974861472
01057,351432.00789570174
01111,114880.3268702707
01053,4585094.464520137
01067,577551.2074771242
01077,6831844.267689928
01083,55699396.46841244
01125,103186041.46481311
01007,441535971.0069962
01019,49018281.890574545
01085,5466998.432832
01045,8289184.310350447
01105,459247161.4043353
01011,11008480.53280784
01003,39609447.71692493
01109,1862144.5749720605
01127,457915.90006260003
01031,829039.67836451
01123,4422219.217500914
01099,11366321.103991594
01079,87657424.19648041
01025,442198.1658875355
01081,28559027.969653424
01069,4349496.277125294
01121,410597913.65292645
02016,5326834337.387433
02130,12624440637.669905
02180,7480720652.435832
02282,13508925442.723452
02090,15747893.759810288
02158,5591834482.37039
02240,12496456571.079731
02050,6575314668.240613
02195,7515043683.693284
02100,3368285861.5079875
02170,1487698960.2425933
02290,106733657406.7081
02070,5577172196.107193
02110,6963636504.03289
02150,11010513438.798115
02220,7478407642.433664
02261,42789505005.02412
02020,18530116.63450129
02060,201119731.67666495
02068,8593373787.994585
02188,52599679033.44583
02230,403810168.4167702
02275,6671871226.751
02013,5324840799.452194
02185,65178712627.057755
02122,21301533406.084297
02164,24706190810.995296
02198,13299428957.983034
02105,8384645966.106795
04005,16348568364.92833
04009,856699392.2676581
04013,3994656621.280382
04007,1034042700.2393023
04001,423223305.90265125
04011,795719237.4036816
04023,179565199.30820212
04021,827842032.0491704
04003,942507007.6656413
04017,45706525.07526964
04015,7300267876.977585
04019,5498323160.231147
04025,3354723040.7914433
04027,4105230295.446121
04012,1635374111.5164955
05011,119445.47628404561
05015,519823.2613847917
05019,1530089.731382371
05025,32065.005005434174
05063,976294.5082795701
05067,289951.6423302884
05121,43544269.70231905
05061,364470.31146513234
05093,2284258.009542897
05095,155026244.26639044
05099,364674.2080208222
05103,238427.80532791218
05109,8340868.716624252
05117,236622.71508206302
05133,240643.61825992985
05147,117396.73463802872
05003,653933.8022251562
05007,53704449.33185258
05013,21600.374097247164
05045,34555578.26581467
05039,195647.92100990203
05001,10874623.835312214
05029,144438.57264877763
05057,5197504.781974894
05041,203553.0859898085
05119,78540616.19712076
05073,163611.38996422244
05085,21315648.361621182
05145,2170892.5036830623
05017,1577265.2150969035
05053,95468.6432818633
05069,3141768.726135082
05107,209988.57965043132
05043,169017.89015933327
05049,3585307.533913245
05135,22522.775866183456
05101,0.0
05105,59308.81596362014
05115,365145.02371246327
05005,688263.3422564197
05009,34232.61569242916
05077,110622.62167105555
05129,915245.2200701135
05149,1538149.1378061126
05021,72346663.0865001
05023,71469.19641567656
05037,972080.4442138141
05051,106248370.37833986
05089,66093.75329888103
05113,95778149.79164432
05055,1090610.5931387325
05065,6243992.658006363
05071,189983.18290915637
05083,17572221.259063534
05031,1048429.5136334931
05123,266270.6668463061
05141,29195969.46625036
05047,8259329.468677976
05137,308025.9701829955
05111,1792054.516703652
05027,432166.9202438931
05125,3419803.902058917
05079,52049.081639123615
05127,45734720.0155552
05035,249545.2938251307
05097,390656561.5401723
05091,1926805.6642304708
05087,52023.27023199223
05033,6876230.163693449
05081,11738184.70345224
05139,511801.37766842893
05059,44589.165897672494
05143,12510959.591491785
05075,194657.78224365556
05131,32633195.642007027
06001,260032189.131843
06003,1032171924.6164124
06005,90144817.58967325
06013,370433097.9098424
06019,3906765188.3447843
06023,2954643154.3873906
06033,1224459019.2806149
06037,3450274781.861091
06047,259746797.39297956
06057,415942770.7807129
06081,306585275.1174312
06085,882338950.8289382
06115,35219386.983377375
06045,3201088251.827428
06051,2849783825.702474
06055,249384316.5733391
06059,159041032.07008547
06069,126988925.18926822
06073,3201755904.6003942
06079,1218629689.49689
06083,1478258296.3295958
06097,202260243.14044347
06101,2033031.6458325363
06107,4997219638.499819
06113,185046173.35916853
06039,983089457.3134663
06009,23288599.31680366
06043,1035443393.0921918
06095,126698430.80405964
06063,224927364.89078367
06093,3315223616.5413213
06027,5124196980.595635
06053,1233273361.7618077
06099,142211161.2192349
06091,211869624.11781582
06089,2113558925.8282187
06011,92315952.58301938
06041,411790719.7812339
06077,5861464.728678112
06031,5918050.239168639
06035,948858711.7114468
06075,4112388.155612845
06021,114910979.34138203
06025,1207318389.611493
06061,528662606.41922736
06109,2253538971.8299656
06111,1487234727.3484046
06103,1589478957.9374063
06049,501347004.63720965
06087,381794867.3019561
06105,3837393305.0055275
06029,1455683421.957
06071,22097821383.397408
06017,1217437621.5438774
06067,52054667.146909416
06007,81435171.8073105
06015,2063223970.7464397
06065,7297698849.542439
08013,187583687.46088108
08029,449371150.6700337
08049,1808518013.8615806
08077,1410725429.7991936
08083,301410013.151591
08091,159259153.56440127
08019,757834237.6077938
08023,2516397.7317534364
08031,29441972.387769688
08037,2759299081.019161
08055,293244610.5788796
08065,194797746.2217784
08071,875658429.9945563
08093,2907237491.798041
08105,285928149.98626024
08113,156406070.4619448
08043,413622567.9495545
08097,2100267491.494094
08035,691330530.2701883
08027,189120494.38447037
08051,2073527953.221913
08111,385465475.964875
08005,29941592.03380717
08033,190402390.01753184
08069,905850430.7554107
08117,1578712623.0298855
08001,91581447.26822743
08021,1132091514.243895
08039,568667.1569039916
08059,586860311.6306784
08073,626785.7025356396
08101,77446324.08602631
08121,255313.36559047978
08125,1669890.135076861
08003,349261607.0561739
08015,453346423.12887466
08053,1611896305.904367
08009,2718610135.694722
08011,7372522.341779222
08017,426771.6496069612
08115,170185.39562028932
08014,4070864.184859053
08099,311261.5635398872
08041,480971688.7815839
08047,122187638.13180558
08089,1092990949.4998074
08103,1245044752.73404
08109,2014054801.3921103
08119,611508010.0713357
08081,567202002.5792644
08085,735214240.5065271
08061,99806.01677981632
08075,11246222.512568332
08007,477289420.97609895
08123,786720589.7679378
08107,522395086.02030045
08087,12951725.394952442
08063,199255.8675715585
08045,2191054452.6014214
08025,141238.6792393165
08067,837578557.596023
08095,147646.9140683241
08057,783723275.7035055
08079,712577171.183651
09009,120144053.10126773
09001,82830340.22318788
09007,185919881.86214665
09011,160068925.71929008
09005,200414386.93837854
09013,178674810.65017152
09015,197398163.0346792
09003,223461647.70044735
10005,164025705.64145312
10003,54581156.84424466
10001,170172030.83139232
11001,5018142.434423062
12009,957590415.8528945
12023,35405814.75774476
12039,60121128.93265239
12055,246264957.9667559
12065,381168883.2066696
12073,504761954.77021325
12095,349957641.71215886
12107,316959503.1011316
12123,315714122.98011047
12127,780081037.7495495
12131,72862457.81195633
12133,6568049.343710792
12077,1268202062.8450718
12086,3134688305.305772
12093,341266057.7052495
12097,725916215.7165313
12033,117982604.86087266
12037,1075742511.991789
12041,34151944.135048665
12047,13266670.108836232
12053,280282402.9474361
12071,265367911.19706798
12013,4006038.710259878
12069,837132056.5905808
12129,1026054825.8251201
12079,30820388.103595845
12113,737657826.460814
12057,225165665.98889092
12089,61931016.50015478
12075,696722339.256567
12045,173841029.77221
12105,577963043.4942386
12121,37098537.01104609
12029,346301082.7522172
12007,32979991.09136175
12115,361820446.2316717
12035,66248187.76690127
12059,202912.91534065883
12087,3538994551.8126535
12109,258223375.01635942
12111,6060435.182514372
12031,351469801.28448856
12119,458903392.12337786
12099,1646661590.0334733
12067,223989060.96903315
12019,435724858.45157415
12049,155103.86183070947
12001,411398773.230001
12027,200305628.39816523
12061,330442955.1601303
12021,3710566856.2404346
12051,368266934.6876141
12005,28601789.79370051
12063,75337240.57660018
12101,350438534.80987954
12081,65969687.77458707
12011,1952731765.513608
12015,693035104.661275
12003,66281190.13433823
12043,309389624.1474795
12103,52330640.56462523
12085,243668350.9179837
12091,301103727.9388052
12017,508125959.56921846
12083,1609034372.5215313
12125,32905.20586663837
12117,98804990.01383176
13009,2656130.4058165597
13027,1027306.6698058299
13103,622880.6152561244
13121,12801377.641432082
13141,69815.21479514749
13149,56476.472314487146
13179,355009.6024097501
13183,853923.8957056312
13189,166952.3516264919
13209,131245.1300392911
13229,275451.60524971207
13267,540986.447955801
13271,243295.719056979
13291,175526629.1825795
13305,432319.7869610641
13319,45497.01318288146
13283,92906.32307764588
13289,22315.011310840277
13313,47811359.78914224
13317,150758.34659633966
13051,26630735.82457748
13077,788870.056528514
13123,154199552.207247
13133,106529290.65990908
13137,158213462.89485636
13139,2356847.252642938
13143,302575.550465203
13157,1622960.9453005756
13171,165422.05285136975
13181,5554.874137694782
13185,33725367.409135796
13195,190261.63746607996
13213,212775138.08116248
13217,4340580.780347606
13237,151248320.08127895
13245,10607967.166256594
13251,140196.97805240584
13269,774405.3316441188
13279,268845.332549462
13021,7060726.538883889
13029,513610.7260385486
13219,3212765.809220631
13007,21604787.668016646
13001,172235.19850327144
13079,16029.983681109814
13135,7241719.36385855
13311,170240765.82471952
13261,1775350.7873789666
13025,21491419.61965392
13075,4716285.71923738
13303,299556.66691741336
13201,25597532.864745744
13265,37859.93322918333
13107,372795.81694518507
13215,12659082.776896914
13301,0.0
13309,73585.34279935161
13031,754599.9041598763
13019,315072.4776434067
13113,1031081.2545085608
13151,7083307.907935828
13191,0.0
13063,7315451.521600481
13159,147290003.4223208
13003,172960.31744109324
13117,5044306.029700793
13169,69692918.60179596
13197,110687.4721404903
13059,3373768.7857972225
13069,697830.8094506789
13083,213244.51741102387
13145,374093.7545304271
13023,276927.8769617461
13037,27662037.18037667
13053,2223.33697543834
13093,296740.6538518519
13111,304734505.5520631
13243,200544.57040028044
13257,96141925.76316603
13287,253266.65662450495
13295,75930562.73428087
13233,5723389.0325407265
13239,25661.551370703284
13205,6409950.897728624
13315,1441931.4404367995
13273,336063.88030934695
13073,6019290.212780348
13223,10465550.415115345
13047,623793.6792061845
13235,34724.97926097676
13249,63024.7070830241
13065,118552792.63936202
13161,480662.85391357535
13011,4154064.9197963714
13207,2062777.6180489324
13057,6257336.7336667
13085,67596749.38297403
13225,16331350.062827539
13253,43104005.61552423
13277,920130.909922303
13015,9826359.360404603
13095,49107772.07594327
13049,1510323462.5717316
13177,171657.9714820625
13167,128906.77925437273
13043,506260.01303874474
13187,82437014.26546936
13099,416350.91990214336
13089,14458822.877084695
13285,336766.43655034516
13115,29388682.499325484
13125,20960.053264537484
13255,2115273.149034199
13259,123568.09914675701
13067,11560624.203098776
13081,421320.8141726907
13165,773361.9956868697
13299,868824822.8403367
13307,60479.55451601574
13035,208692.35566754584
13193,336482.5724087174
13293,502450.6682584291
13055,82205524.71214548
13321,564879.5029739336
13101,46699.51490376948
13109,103856.70998390579
13211,1524464.380943839
13005,138285.00333485022
13045,1149083.0238288164
13087,74902443.2230988
13061,855483.0542251721
13199,246610.33508249652
13091,357124.62549315864
13119,470470.8001171621
13129,34924460.17183202
13175,406303.90353726404
13247,9911073.74262375
13147,92864.33382274836
13017,1403342.6911330016
13071,1995564.815257859
13033,35273661.30612954
13297,8059261.493728679
13231,160810.38218044277
13275,12247954.860704053
13227,1263414.043454699
13281,130025843.17689198
13127,760067.8843294703
13173,1453793.3082680341
13131,2804344.732720689
13013,814058.5438353812
13241,599596885.2673017
13263,111478.61687280073
13097,54271998.58049743
13155,1565906.352625036
13153,440687.1117922727
13105,777834.7275372689
13163,2862489.405958614
13221,16610054.652376585
13039,37023367.11547948
15007,524258523.7752679
15001,4657366996.567364
15009,147975705.14768237
15003,517109897.7794075
15005,52218.66887779381
16015,303048129.94030714
16023,739711918.4488647
16025,10307647.165892608
16027,1209515.0229208367
16037,3827281702.826126
16039,1070625813.8657016
16043,230084066.37889093
16061,1516078.9980409178
16063,435368471.7879217
16085,2968411030.278926
16059,1962848758.9817271
16073,2610755337.332223
16083,30935053.536919322
16087,928271.6507321416
16035,1079128608.716337
16069,3819757.1377898045
16041,14779934.713902632
16079,138742394.3397279
16007,146020665.80276966
16013,2180869249.39255
16031,99057144.70621955
16029,22437941.672982436
16051,49230771.29062942
16065,451299.10131790984
16009,29126665.579719372
16019,231048202.9454707
16021,1915608177.3852372
16045,271542.30055211036
16075,279829.4330744125
16033,7332.668628881634
16053,1581145.552326941
16071,87215.36571765778
16001,922321944.9216025
16055,48533523.41775258
16081,393325.95486414083
16011,196738310.41874173
16017,360727270.4117357
16067,665219727.2188367
16077,218297250.31641597
16047,169761631.7500664
16003,73777.68635525656
16049,4238769364.5444155
16057,144197830.8895761
16005,32852678.948209215
17091,12438275.705905017
17187,873928.3800053906
17197,150909253.2644496
17027,838429.3138824995
17031,350725340.9715278
17047,75328.40325809435
17075,11089709.029657243
17129,2529075.924203933
17161,27026502.411995165
17175,773008.4269336482
17185,2816025.3257876527
17153,1113327.7547815058
17017,101284742.27693206
17125,70398572.30338775
17007,4562540.411377167
17003,48849745.03869929
17189,785716.8060430298
17067,7412086.491540969
17183,19958089.845333062
17053,376955.3404464526
17073,12575640.326532813
17097,113034492.75040528
17059,1149147.2545893919
17063,20901814.061402604
17011,27162717.74125639
17015,16118167.907777874
17149,186946.46988397453
17159,17276838.77496691
17107,465898.50684386963
17115,28114362.16403537
17121,820293.5218158147
17131,843918.8238381196
17135,613590.0990735972
17145,237045.64495160274
17029,583161.25148878
17173,913071.7810820244
17177,8230181.499987853
17005,243193.81130043953
17021,1052200.351696207
17043,79717606.65282108
17137,4329834.050384596
17019,43781071.83371957
17179,41405973.048534036
17057,86717024.5931373
17041,3062151.524913891
17051,123748.97572061664
17023,4967876.971224543
17061,111942.23602241454
17009,181647.7460258696
17085,53957054.58753673
17089,88240424.86148196
17069,6025780.955292015
17151,57925937.87738815
17071,27039015.31854326
17167,11658326.534683922
17203,6899942.6888193125
17147,6343556.600206866
17141,25011330.547411736
17157,46534920.64403928
17165,12740876.555444717
17081,2337784.5111194537
17133,16925090.936741058
17181,237840931.565561
17191,284870.88646111067
17195,24279384.778121173
17109,1768834.5326801804
17113,18796436.055363216
17099,23439758.82371196
17103,33662293.8318426
17105,4341939.55594687
17123,30688528.16623924
17083,33921948.34583736
17111,78006257.27406842
17139,363787.5970850151
17193,3783055.8379559075
17025,224335.28202552168
17049,1585217.5858369118
17033,788123.1008018402
17055,872803.3537643377
17013,18336660.481320307
17095,22846493.02155019
17035,117406.02987380383
17039,12223297.323364405
17079,5080757.928844098
17155,3314024.426802932
17101,256716.71678841743
17117,660030.5792854477
17077,208273801.02935594
17087,1861345.0278648583
17201,31265904.168665938
17045,129351.0030764542
17001,4095252.4293155256
17037,16251050.825748615
17093,19787650.35127153
17127,6852502.857562377
17119,28156210.623476226
17163,44937976.47698355
17143,66091165.14360246
17169,3684157.2961238576
17171,183656.75303492494
17199,33175909.414874237
17065,6800977.416891541
18027,767900.1166659574
18061,1423875.7705127802
18103,2437692.4865741213
18129,18206286.169639185
18147,414520.0378876429
18009,244119.05955563093
18035,6097466.736489898
18067,1378553.9133109155
18083,2155711.184140757
18159,309373.25712443603
18175,379678.4624098149
18071,95169188.07032828
18179,1294802.7839746035
18007,300153.67206315504
18051,8210246.813354806
18123,259211819.9988481
18021,1902199.985504264
18125,2453489.779558431
18053,7100220.018078476
18099,8313661.092121877
18101,39357703.186058305
18003,17497879.112374235
18031,502185.38035754726
18037,18454922.13169005
18041,848234.3669387635
18055,55473402.136386335
18065,1199768.8820715728
18075,4850291.511302903
18085,3585621.8271891833
18091,3943187.6226904304
18109,27377195.4658589
18181,396870.1197038718
18095,2026234.828237903
18097,26351251.97254381
18017,3768119.725134982
18115,1377253.7900398194
18119,10310895.051838523
18121,14813334.573198948
18133,10463345.938384574
18157,6777665.0862466255
18111,983504.5682352268
18143,332800.1379243297
18171,2036603.78462521
18177,2836456.3327882322
18059,1097955.9353365544
18173,5317053.556486404
18069,1712529.482694984
18073,1451508.2588672389
18029,690133.1567009771
18131,31949102.15905521
18139,347477.28292126977
18105,166306425.5817877
18117,144786592.89963314
18137,111322669.68750976
18043,527657.6909788604
18141,20510728.073149387
18149,531616.5488645552
18005,1719420.0899988017
18015,828765.1952656959
18163,9107271.573666165
18165,3092570.639767631
18169,1691414.4226890602
18001,469808.17317591497
18079,56117301.8648542
18093,73069334.40574989
18155,394363.9002930216
18089,34553740.271363005
18107,9461300.214284612
18161,31915379.31984342
18047,38400165.992644526
18049,961298.9552366834
18057,11212338.206384929
18077,69899825.25687073
18127,18309447.43579193
18019,3108180.059021023
18033,816660.9858613064
18039,5966644.36268371
18045,1636463.261040041
18011,1697123.17550437
18023,1606475.290089652
18063,2779905.859808767
18145,900439.8586753149
18135,245907.7858028133
18153,28510769.645259038
18183,13395787.132820139
18167,20742688.821643364
18025,98702633.1952981
18081,4954182.372799003
18013,176752351.6457544
18087,5955806.082245314
18113,4337388.213415451
18151,8121162.108861534
19175,22375719.87514409
19001,6601961.6422793865
19045,36507727.35981984
19083,11719148.9190744
19111,39515520.85041191
19009,1239781.2928979443
19027,6979222.9877208015
19075,1100953.0092347916
19113,52170164.004495904
19147,40209063.35107938
19195,34417656.86358379
19087,4023327.0275562606
19035,4497380.536769452
19003,715690.6369765153
19163,31504258.65312349
19007,87727697.43586308
19017,32356695.727415565
19025,6588351.02839995
19103,105659430.84815347
19117,72134674.75340429
19127,9419870.19248342
19131,9200625.539886467
19135,20888035.20145021
19041,235004255.04318464
19049,35731829.590108894
19159,33760417.966729715
19165,3846941.826140653
19169,51442326.7655501
19189,38184133.04359964
19097,71354744.56116217
19141,13074408.817566337
19055,18820753.576948855
19073,17111149.069364455
19079,11101994.879058344
19191,36082809.83146907
19197,25644598.620686658
19181,47261536.46384977
19185,20211938.101320367
19187,17726535.74926686
19171,29757365.043348335
19077,45565224.69141158
19081,33956879.34936807
19089,8175302.8537725555
19167,10145113.280464426
19173,1767207.8855886965
19095,37414778.83493533
19099,44967271.00340645
19101,4648794.753229701
19105,18217160.075939074
19109,35844820.24060853
19057,12340272.079019602
19161,21601241.48588446
19137,2888955.730151535
19047,4213087.566002709
19043,77416640.84980136
19053,32344451.243162952
19133,49042253.38444545
19071,66765381.67870208
19023,37169381.59437298
19029,3271950.0077282316
19115,84616934.33129978
19125,113017930.35385399
19061,49755615.723073535
19067,7991216.440941011
19139,42082805.632085405
19143,9675266.792790819
19153,156590833.85119146
19157,8765865.100407526
19005,176047693.8540058
19013,38521869.84713409
19019,13802382.665007833
19021,31019350.166018303
19037,7701246.6908519035
19149,27367774.754860844
19051,14402039.3372545
19011,22663342.157379933
19123,23979351.15826605
19015,57667744.85432169
19065,28868191.83841407
19093,618272.0525560585
19119,9806136.840340246
19121,8972229.477957422
19151,18118443.03459616
19179,21214530.189571295
19107,15328997.95490977
19033,44110498.44361692
19059,117820694.38533682
19183,17521907.682469357
19063,36260960.69995732
19177,32319272.81244105
19193,43129355.0919646
19039,22553801.154662825
19091,3784000.079233506
19145,2713963.767814393
19031,6420240.695543274
19085,54990876.16564544
19069,9235928.685775861
19129,24790241.901293665
19155,15425933.037631813
20053,267844.65436703316
20095,70075.57026137525
20135,227171.62215004393
20199,94278.1490655237
20069,144764.4082141639
20143,698257.5581644916
20181,754483.7612350747
20033,174149.89112595937
20149,62254155.30791827
20083,65625.38944699623
20203,1067366.8368842003
20065,24558.733645528366
20067,355.1167233575688
20195,89907.62801004952
20105,306528.9715088926
20109,879125.4143912626
20111,20718369.345637996
20113,419807.009839369
20049,89537.92112949629
20057,756279.839184098
20091,11672449.71118467
20097,210043.11812922586
20101,15945.98335959431
20063,57317.02931784737
20073,2141508.989584829
20077,168652.17032270198
20085,915531.8589953531
20001,738520.7913409618
20009,110449900.68030699
20015,929391.8442656125
20025,75088.17420336758
20029,312198.05931171955
20043,429908.4768720145
20087,3984223.9331995375
20089,1204071.6228389493
20023,876527.5883548227
20013,698093.9155519289
20045,10999554.765457269
20051,635955.4385502845
20055,397609.96233106626
20173,5384639.610326856
20177,7323149.700322312
20185,83682255.55628398
20059,447099.9101373462
20175,136325.0959111396
20017,44226292.110862434
20183,480044.671612
20189,156781.63334837704
20037,975062.686498221
20027,441118.6291304936
20031,55270006.427633256
20159,3209787.8569596144
20169,968542.5968670237
20125,2233188.659876931
20209,7590582.707431088
20131,3285380.209996122
20141,276742.0117945364
20193,393483.66528572864
20021,387052.9232533587
20147,44155052.12389515
20151,23277121.412401576
20153,9537.45318197021
20061,261103.30237944928
20171,145848.63288282583
20071,0.0
20123,253569.40944050948
20139,2530755.151196209
20191,471236.94834931416
20145,302062.19447476475
20081,0.0
20093,117316.74836305002
20163,319557.2050927029
20201,372817.070938387
20205,349919.8294307962
20167,185221.9567651237
20127,239556.36457311505
20129,258469766.32626423
20133,399466.0118618455
20187,149070.02432303957
20003,4764857.605868037
20047,158005.10062676566
20119,1860832.174087786
20157,1728315.6761484102
20121,433245.79545760556
20041,247777.16292839957
20137,122599.30969463431
20179,26226.43722739819
20007,409476.06226075516
20117,24684524.52121909
20207,10443985.222254913
20075,157504.64287423337
20039,53471.66699757742
20011,585516.9645435684
20005,8962322.719060875
20099,1044197.0602441623
20103,9665765.185758537
20197,432477.55116847466
20161,55234656.56969891
20019,114237.9101584162
20079,1207543.8056736283
20107,28409323.73726024
20035,10874089.238039427
20155,9793486.732478423
20115,689541.9192914825
20165,121694.28461363679
21007,36445805.27344161
21017,365582.2455270521
21031,12479551.708269516
21065,2374588.379039134
21069,14458774.818037536
21093,3843242.1300057378
21099,35457893.06523598
21131,58127.99763909049
21151,8703007.350631537
21155,5838817.605009973
21179,15182106.235254213
21189,46970.42110558809
21195,59932294.74107977
21217,37164566.85961106
21237,12949141.773292998
21239,3784555.056749452
21229,308387.30148320564
21231,280799.17181473505
21005,8172839.244380924
21025,178475.1914347656
21029,15356429.193980766
21033,14991600.176584234
21043,27012573.352665514
21049,195183.79743277762
21063,7121493.390993168
21071,206848.0684913945
21085,19323932.862509783
21097,392714.59950738837
21109,132875.91447918795
21119,11781939.576120345
21125,439231.0311061863
21135,2019445.3386640307
21139,752422.0486448504
21153,226970.24927569434
21159,54451.379812860134
21167,2453122.117343737
21181,27133858.32970324
21183,1112273.4330332011
21193,117121.61892259915
21197,18422527.45754694
21205,604175.8860684203
21003,390600.50752652466
21051,128520.30001962114
21165,83718.20660880742
21055,17734673.8702764
21027,38103678.46713876
21147,223657.48709541847
21175,21050375.538343668
21079,5968359.73402382
21123,8912417.623061555
21209,10438122.319227466
21235,391423.69581019116
21203,3679739.094299925
21011,3128128.053521287
21067,4204545.098064403
